review,clean_review,tokens
i have extremely sensitive skin  a daily regimen of washing toning and moisturizing are essential to combating the elements and keeping my face clean and acne free  i have tried numerous off the shelf toners and have found the dermalogica products to be the best for my ultra sensitive skin  i pair the multactive toner with the active moist lotion and use the dermalogica facial cleanser with salicylic acid  the product has no noticeable smell or residue  highly recommend ,extremely sensitive skin daily regimen washing toning moisturizing essential combating elements keeping face clean acne free tried numerous shelf toners found dermalogica products best ultra sensitive skin pair multactive toner active moist lotion use dermalogica facial cleanser salicylic acid product no noticeable smell residue highly recommend,"['extremely', 'sensitive', 'skin', 'daily', 'regimen', 'washing', 'toning', 'moisturizing', 'essential', 'combating', 'elements', 'keeping', 'face', 'clean', 'acne', 'free', 'tried', 'numerous', 'shelf', 'toners', 'found', 'dermalogica', 'products', 'best', 'ultra', 'sensitive', 'skin', 'pair', 'multactive', 'toner', 'active', 'moist', 'lotion', 'use', 'dermalogica', 'facial', 'cleanser', 'salicylic', 'acid', 'product', 'no', 'noticeable', 'smell', 'residue', 'highly', 'recommend']"
yes its very expensive but so worth it i wish i could afford to use the entire demalogica line but its just not in the budget  the toner is very refreshing and just seems to balance every thing out i would also recommend the dermalogica daily microfoliant  i got it as a sample after a facial but i simply cant afford i have found that st ives fresh skin apricot scrub works really well and is a fraction of the cost ,yes expensive worth wish could afford use entire demalogica line not budget toner refreshing seems balance every thing would also recommend dermalogica daily microfoliant got sample facial simply cant afford found st ives fresh skin apricot scrub works really well fraction cost,"['yes', 'expensive', 'worth', 'wish', 'could', 'afford', 'use', 'entire', 'demalogica', 'line', 'not', 'budget', 'toner', 'refreshing', 'seems', 'balance', 'every', 'thing', 'would', 'also', 'recommend', 'dermalogica', 'daily', 'microfoliant', 'got', 'sample', 'facial', 'simply', 'cant', 'afford', 'found', 'st', 'ives', 'fresh', 'skin', 'apricot', 'scrub', 'works', 'really', 'well', 'fraction', 'cost']"
the product smells very chemically and is a little weird as you have to close your eyes and spray directly on your face  however it really works and i find it clears my skin from redness pimples and all sorts of issues when i use it  very effective  i normally use it at night put moisturizer over it and in the morning wake up with clear skin  love it ,product smells chemically little weird close eyes spray directly face however really works find clears skin redness pimples sorts issues use effective normally use night put moisturizer morning wake clear skin love,"['product', 'smells', 'chemically', 'little', 'weird', 'close', 'eyes', 'spray', 'directly', 'face', 'however', 'really', 'works', 'find', 'clears', 'skin', 'redness', 'pimples', 'sorts', 'issues', 'use', 'effective', 'normally', 'use', 'night', 'put', 'moisturizer', 'morning', 'wake', 'clear', 'skin', 'love']"
a great spritz after washing  wonderful under moisturizer refreshes your skin like nothing else,great spritz washing wonderful moisturizer refreshes skin like nothing else,"['great', 'spritz', 'washing', 'wonderful', 'moisturizer', 'refreshes', 'skin', 'like', 'nothing', 'else']"
excellent prep before moisturizer fresh light citrusy smell the best part is the slight fizz its like a little celebration each time you use it ,excellent prep moisturizer fresh light citrusy smell best part slight fizz like little celebration time use,"['excellent', 'prep', 'moisturizer', 'fresh', 'light', 'citrusy', 'smell', 'best', 'part', 'slight', 'fizz', 'like', 'little', 'celebration', 'time', 'use']"
absolutely love this toner i hate a toner that makes my face feel sticky and tacky after applying it well this definitely does not do that it smells pleasant it dries nicely makes my skin feel nice and soft it its well worth the money i will have to try the other toners but rose has been my go to for a long time ,absolutely love toner hate toner makes face feel sticky tacky applying well definitely not smells pleasant dries nicely makes skin feel nice soft well worth money try toners rose go long time,"['absolutely', 'love', 'toner', 'hate', 'toner', 'makes', 'face', 'feel', 'sticky', 'tacky', 'applying', 'well', 'definitely', 'not', 'smells', 'pleasant', 'dries', 'nicely', 'makes', 'skin', 'feel', 'nice', 'soft', 'well', 'worth', 'money', 'try', 'toners', 'rose', 'go', 'long', 'time']"
make skin look smooth it seem to be working,make skin look smooth seem working,"['make', 'skin', 'look', 'smooth', 'seem', 'working']"
so far this is my fave toner ,far fave toner,"['far', 'fave', 'toner']"
it works great on cleaning my face takes all the dirt off even though you didnt think it was still that dirty so this is something you need to try ,works great cleaning face takes dirt even though didnt think still dirty something need try,"['works', 'great', 'cleaning', 'face', 'takes', 'dirt', 'even', 'though', 'didnt', 'think', 'still', 'dirty', 'something', 'need', 'try']"
i use this toner 2x a day and it helps remove oils and dirt from my face and is helping close some of my pores on my face smell is not strong and does not burn when applied cleans and hydrates my face well,use toner 2x day helps remove oils dirt face helping close pores face smell not strong not burn applied cleans hydrates face well,"['use', 'toner', '2x', 'day', 'helps', 'remove', 'oils', 'dirt', 'face', 'helping', 'close', 'pores', 'face', 'smell', 'not', 'strong', 'not', 'burn', 'applied', 'cleans', 'hydrates', 'face', 'well']"
i use this for my hair with argan oil by of creme of nature it has gotten rid of my dry flaky scalp that ive had for years you can use this for dry flaky scalps,use hair argan oil creme nature gotten rid dry flaky scalp ive years use dry flaky scalps,"['use', 'hair', 'argan', 'oil', 'creme', 'nature', 'gotten', 'rid', 'dry', 'flaky', 'scalp', 'ive', 'years', 'use', 'dry', 'flaky', 'scalps']"
this product is just all the way around awesome its very soothing no stinging the rose is excellent for aging skin and it leaves a nice fresh feeling very good quality for the price ,product way around awesome soothing no stinging rose excellent aging skin leaves nice fresh feeling good quality price,"['product', 'way', 'around', 'awesome', 'soothing', 'no', 'stinging', 'rose', 'excellent', 'aging', 'skin', 'leaves', 'nice', 'fresh', 'feeling', 'good', 'quality', 'price']"
this is fast becoming a staple in our home its mild scent goes almost unnoticed the affects are noticed within a few days with brighter softer skin this wont turn back time and it shouldnt its a great hydrating toner we appreciate the value of this product and will be reordering ,fast becoming staple home mild scent goes almost unnoticed affects noticed within days brighter softer skin wont turn back time shouldnt great hydrating toner appreciate value product reordering,"['fast', 'becoming', 'staple', 'home', 'mild', 'scent', 'goes', 'almost', 'unnoticed', 'affects', 'noticed', 'within', 'days', 'brighter', 'softer', 'skin', 'wont', 'turn', 'back', 'time', 'shouldnt', 'great', 'hydrating', 'toner', 'appreciate', 'value', 'product', 'reordering']"
i love this toner it makes my skin feel so hydrated i will purchase again ,love toner makes skin feel hydrated purchase,"['love', 'toner', 'makes', 'skin', 'feel', 'hydrated', 'purchase']"
while the price is tempting thayers is worth paying for much harsher on your skin ,price tempting thayers worth paying much harsher skin,"['price', 'tempting', 'thayers', 'worth', 'paying', 'much', 'harsher', 'skin']"
leaves skin feeling refreshed and clean  also noticed a softness vs dryness like other brands  would recommend great product and great price,leaves skin feeling refreshed clean also noticed softness vs dryness like brands would recommend great product great price,"['leaves', 'skin', 'feeling', 'refreshed', 'clean', 'also', 'noticed', 'softness', 'vs', 'dryness', 'like', 'brands', 'would', 'recommend', 'great', 'product', 'great', 'price']"
i have noticed that since im getting older my cheeks and my chin area have been getting a little bit more redness in them i talked to my daughterinlaw who is very good with cosmetics recommended this product after using this product i have really noticed that the redness my cheek and chin area has demise alot easy to apply and smells refreshing i did not experience any irritation or dryness while using this product helps with redness on face,noticed since im getting older cheeks chin area getting little bit redness talked daughterinlaw good cosmetics recommended product using product really noticed redness cheek chin area demise alot easy apply smells refreshing not experience irritation dryness using product helps redness face,"['noticed', 'since', 'im', 'getting', 'older', 'cheeks', 'chin', 'area', 'getting', 'little', 'bit', 'redness', 'talked', 'daughterinlaw', 'good', 'cosmetics', 'recommended', 'product', 'using', 'product', 'really', 'noticed', 'redness', 'cheek', 'chin', 'area', 'demise', 'alot', 'easy', 'apply', 'smells', 'refreshing', 'not', 'experience', 'irritation', 'dryness', 'using', 'product', 'helps', 'redness', 'face']"
the best toner i have ever bought leaves your skin soft  shiny and such a pleasant smellcan highly recommendmaureen k in losangeles such a fantastic product,best toner ever bought leaves skin soft shiny pleasant smellcan highly recommendmaureen k losangeles fantastic product,"['best', 'toner', 'ever', 'bought', 'leaves', 'skin', 'soft', 'shiny', 'pleasant', 'smellcan', 'highly', 'recommendmaureen', 'k', 'losangeles', 'fantastic', 'product']"
